title,number,year,auther,experiment,NPs_type,Stress_type ,Stress_class,Method,Crops,  NPs_size,Size_class,Concentration,Concentration_class,Performance_class,Performance,n1,mean1,sd1,n2,mean2,sd2,lnRR,vi
Minimizing the Adversely Impacts of Water Deficit and Soil Salinity on Maize Growth and Productivity in Response to the Application of Plant Growth-Promoting Rhizobacteria and Silica Nanoparticles,8,2021,Hafez,Field,Si,Salt ,Abiotic,Foliar,Maize,20,class A,500,ClassE,hundreds grams,Yield,3,35,0.3,3,37.9,0.5,0.079603051,8.25E-05
Minimizing the Adversely Impacts of Water Deficit and Soil Salinity on Maize Growth and Productivity in Response to the Application of Plant Growth-Promoting Rhizobacteria and Silica Nanoparticles,8,2021,Hafez,Field,Si,Salt ,Abiotic,Foliar,Maize,20,class A,500,ClassE,grain yield/plant,Yield,10,44.12,0.423,10,45.13,0.365,0.022634019,1.57E-05
Minimizing the Adversely Impacts of Water Deficit and Soil Salinity on Maize Growth and Productivity in Response to the Application of Plant Growth-Promoting Rhizobacteria and Silica Nanoparticles,8,2021,Hafez,Field,Si,Salt ,Abiotic,Foliar,Maize,20,class A,500,ClassE, chl A,Photosynthetic Pigment,3,3.08,0.02,3,3.97,0.02,0.253836498,2.25E-05
Minimizing the Adversely Impacts of Water Deficit and Soil Salinity on Maize Growth and Productivity in Response to the Application of Plant Growth-Promoting Rhizobacteria and Silica Nanoparticles,8,2021,Hafez,Field,Si,Salt ,Abiotic,Foliar,Maize,20,class A,500,ClassE, chl B,Photosynthetic Pigment,3,0.66,0.01,3,0.78,0.02,0.167054085,0.000295677
Minimizing the Adversely Impacts of Water Deficit and Soil Salinity on Maize Growth and Productivity in Response to the Application of Plant Growth-Promoting Rhizobacteria and Silica Nanoparticles,8,2021,Hafez,Field,Si,Salt ,Abiotic,Foliar,Maize,20,class A,500,ClassE,grains yield,Yield,3,5.8654,0.036,3,6.1475,0.034,0.046974814,2.28E-05
Minimizing the Adversely Impacts of Water Deficit and Soil Salinity on Maize Growth and Productivity in Response to the Application of Plant Growth-Promoting Rhizobacteria and Silica Nanoparticles,8,2021,Hafez,Field,Si,Salt ,Abiotic,Foliar,Maize,20,class A,500,ClassE,hundreds grams,Yield,3,36.5,0.4,3,39.8,0.3,0.086554652,5.90E-05
Minimizing the Adversely Impacts of Water Deficit and Soil Salinity on Maize Growth and Productivity in Response to the Application of Plant Growth-Promoting Rhizobacteria and Silica Nanoparticles,8,2021,Hafez,Field,Si,Salt ,Abiotic,Foliar,Maize,20,class A,500,ClassE,grain yield/plant,Yield,10,44.51,0.498,10,45.06,0.478,0.012281052,2.38E-05
Minimizing the Adversely Impacts of Water Deficit and Soil Salinity on Maize Growth and Productivity in Response to the Application of Plant Growth-Promoting Rhizobacteria and Silica Nanoparticles,8,2021,Hafez,Field,Si,Salt ,Abiotic,Foliar,Maize,20,class A,500,ClassE, chl A,Photosynthetic Pigment,3,3.35,0.01,3,4.34,0.03,0.258914002,1.89E-05
Minimizing the Adversely Impacts of Water Deficit and Soil Salinity on Maize Growth and Productivity in Response to the Application of Plant Growth-Promoting Rhizobacteria and Silica Nanoparticles,8,2021,Hafez,Field,Si,Salt ,Abiotic,Foliar,Maize,20,class A,500,ClassE, chl B,Photosynthetic Pigment,3,0.8,0.01,3,0.92,0.03,0.139761942,0.000406526
"Integrated application of bacterial carbonate precipitation and silicon nanoparticles enhances productivity, physiological attributes, and antioxidant defenses of wheat (Triticum aestivum L.) under semi-arid conditions",9,2022,"Desoky, E",Pot,Si,Drought,Abiotic,Foliar,Wheat,30,class A,1,ClassA,thousands grams,Yield,3,36.8,3.637306696,3,37.6,3.845152793,0.021506205,0.006742462
"Integrated application of bacterial carbonate precipitation and silicon nanoparticles enhances productivity, physiological attributes, and antioxidant defenses of wheat (Triticum aestivum L.) under semi-arid conditions",9,2022,"Desoky, E",Pot,Si,Drought,Abiotic,Foliar,Wheat,30,class A,1.5,ClassA,thousands grams,Yield,3,36.8,3.637306696,3,39.6,3.983716857,0.073331273,0.006629819
"Integrated application of bacterial carbonate precipitation and silicon nanoparticles enhances productivity, physiological attributes, and antioxidant defenses of wheat (Triticum aestivum L.) under semi-arid conditions",9,2022,"Desoky, E",Pot,Si,Drought,Abiotic,Foliar,Wheat,30,class A,1,ClassA,thousands grams,Yield,3,37.3,2.771281292,3,38.3,3.117691454,0.02645657,0.004048774
"Integrated application of bacterial carbonate precipitation and silicon nanoparticles enhances productivity, physiological attributes, and antioxidant defenses of wheat (Triticum aestivum L.) under semi-arid conditions",9,2022,"Desoky, E",Pot,Si,Drought,Abiotic,Foliar,Wheat,30,class A,1.5,ClassA,thousands grams,Yield,3,37.3,2.771281292,3,40.4,3.290896534,0.079836458,0.004051812
"Integrated application of bacterial carbonate precipitation and silicon nanoparticles enhances productivity, physiological attributes, and antioxidant defenses of wheat (Triticum aestivum L.) under semi-arid conditions",9,2022,"Desoky, E",Pot,Si,Drought,Abiotic,Foliar,Wheat,30,class A,1,ClassA,grain yield/plant,Yield,3,3.54,0.259807621,3,5.49,0.36373067,0.438801528,0.003258628
"Integrated application of bacterial carbonate precipitation and silicon nanoparticles enhances productivity, physiological attributes, and antioxidant defenses of wheat (Triticum aestivum L.) under semi-arid conditions",9,2022,"Desoky, E",Pot,Si,Drought,Abiotic,Foliar,Wheat,30,class A,1.5,ClassA,grain yield/plant,Yield,3,3.54,0.259807621,3,6.17,0.398371686,0.555572111,0.003185047
"Integrated application of bacterial carbonate precipitation and silicon nanoparticles enhances productivity, physiological attributes, and antioxidant defenses of wheat (Triticum aestivum L.) under semi-arid conditions",9,2022,"Desoky, E",Pot,Si,Drought,Abiotic,Foliar,Wheat,30,class A,1,ClassA,grain yield/plant,Yield,3,3.6,0.190525589,3,5.58,0.329089653,0.438254931,0.002093057
"Integrated application of bacterial carbonate precipitation and silicon nanoparticles enhances productivity, physiological attributes, and antioxidant defenses of wheat (Triticum aestivum L.) under semi-arid conditions",9,2022,"Desoky, E",Pot,Si,Drought,Abiotic,Foliar,Wheat,30,class A,1.5,ClassA,grain yield/plant,Yield,3,3.6,0.190525589,3,6.33,0.36373067,0.564366391,0.002034246
"Integrated application of bacterial carbonate precipitation and silicon nanoparticles enhances productivity, physiological attributes, and antioxidant defenses of wheat (Triticum aestivum L.) under semi-arid conditions",9,2022,"Desoky, E",Pot,Si,Drought,Abiotic,Foliar,Wheat,30,class A,1,ClassA,plant height,Growth,3,60.1,3.983716857,3,66.7,3.983716857,0.104195111,0.002653619
"Integrated application of bacterial carbonate precipitation and silicon nanoparticles enhances productivity, physiological attributes, and antioxidant defenses of wheat (Triticum aestivum L.) under semi-arid conditions",9,2022,"Desoky, E",Pot,Si,Drought,Abiotic,Foliar,Wheat,30,class A,1.5,ClassA,plant height,Growth,3,60.1,3.983716857,3,69.2,4.330127019,0.140991021,0.002769731
"Integrated application of bacterial carbonate precipitation and silicon nanoparticles enhances productivity, physiological attributes, and antioxidant defenses of wheat (Triticum aestivum L.) under semi-arid conditions",9,2022,"Desoky, E",Pot,Si,Drought,Abiotic,Foliar,Wheat,30,class A,1,ClassA,plant height,Growth,3,62.2,3.290896534,3,67.8,4.849742261,0.086207195,0.002638616
"Integrated application of bacterial carbonate precipitation and silicon nanoparticles enhances productivity, physiological attributes, and antioxidant defenses of wheat (Triticum aestivum L.) under semi-arid conditions",9,2022,"Desoky, E",Pot,Si,Drought,Abiotic,Foliar,Wheat,30,class A,1.5,ClassA,plant height,Growth,3,62.2,3.290896534,3,70.3,5.022947342,0.122416799,0.002634805
"Integrated application of bacterial carbonate precipitation and silicon nanoparticles enhances productivity, physiological attributes, and antioxidant defenses of wheat (Triticum aestivum L.) under semi-arid conditions",9,2022,"Desoky, E",Pot,Si,Drought,Abiotic,Foliar,Wheat,30,class A,1,ClassA,chlorophyll,Photosynthetic Pigment,3,1.55,0.1212,3,1.66,0.103923048,0.068562671,0.003344508
"Integrated application of bacterial carbonate precipitation and silicon nanoparticles enhances productivity, physiological attributes, and antioxidant defenses of wheat (Triticum aestivum L.) under semi-arid conditions",9,2022,"Desoky, E",Pot,Si,Drought,Abiotic,Foliar,Wheat,30,class A,1.5,ClassA,chlorophyll,Photosynthetic Pigment,3,1.55,0.1212,3,1.76,0.138564065,0.127058878,0.004104193
"Integrated application of bacterial carbonate precipitation and silicon nanoparticles enhances productivity, physiological attributes, and antioxidant defenses of wheat (Triticum aestivum L.) under semi-arid conditions",9,2022,"Desoky, E",Pot,Si,Drought,Abiotic,Foliar,Wheat,30,class A,1,ClassA,chlorophyll,Photosynthetic Pigment,3,1.59,0.1386,3,1.73,0.121243557,0.084387392,0.004170067
"Integrated application of bacterial carbonate precipitation and silicon nanoparticles enhances productivity, physiological attributes, and antioxidant defenses of wheat (Triticum aestivum L.) under semi-arid conditions",9,2022,"Desoky, E",Pot,Si,Drought,Abiotic,Foliar,Wheat,30,class A,1.5,ClassA,chlorophyll,Photosynthetic Pigment,3,1.59,0.1386,3,1.84,0.155884573,0.146031555,0.004925345
"Integrated application of bacterial carbonate precipitation and silicon nanoparticles enhances productivity, physiological attributes, and antioxidant defenses of wheat (Triticum aestivum L.) under semi-arid conditions",9,2022,"Desoky, E",Pot,Si,Drought,Abiotic,Foliar,Wheat,30,class A,1,ClassA,shoot dry weight,Biomass,3,3.39,0.190525589,3,3.54,0.207846097,0.043296806,0.002201992
"Integrated application of bacterial carbonate precipitation and silicon nanoparticles enhances productivity, physiological attributes, and antioxidant defenses of wheat (Triticum aestivum L.) under semi-arid conditions",9,2022,"Desoky, E",Pot,Si,Drought,Abiotic,Foliar,Wheat,30,class A,1.5,ClassA,shoot dry weight,Biomass,3,3.39,0.190525589,3,3.71,0.242487113,0.090201955,0.002476892
"Integrated application of bacterial carbonate precipitation and silicon nanoparticles enhances productivity, physiological attributes, and antioxidant defenses of wheat (Triticum aestivum L.) under semi-arid conditions",9,2022,"Desoky, E",Pot,Si,Drought,Abiotic,Foliar,Wheat,30,class A,1,ClassA,shoot dry weight,Biomass,3,3.51,0.225166605,3,3.66,0.259807621,0.04184711,0.003051398
"Integrated application of bacterial carbonate precipitation and silicon nanoparticles enhances productivity, physiological attributes, and antioxidant defenses of wheat (Triticum aestivum L.) under semi-arid conditions",9,2022,"Desoky, E",Pot,Si,Drought,Abiotic,Foliar,Wheat,30,class A,1.5,ClassA,shoot dry weight,Biomass,3,3.51,0.225166605,3,3.83,0.207846097,0.087248766,0.002353411
Transcriptomics and metabolomics reveal the mechanisms of enhanced constitutive resistance in rice by silica nanomaterials,10,2023,"Wang, Jing",Pot,Si,Inset,Biotic,Foliar,Rice,8,class A,50,ClassC,hundreds grams,Yield,3,2.082807239,0.118371212,3,2.773305976,0.289351852,0.286323484,0.004705217
Transcriptomics and metabolomics reveal the mechanisms of enhanced constitutive resistance in rice by silica nanomaterials,10,2023,"Wang, Jing",Pot,Si,Inset,Biotic,Foliar,Rice,8,class A,50,ClassC,hundreds grams,Yield,3,2.066366793,0.131523569,3,2.770017887,0.046033249,0.293061885,0.001442484
Transcriptomics and metabolomics reveal the mechanisms of enhanced constitutive resistance in rice by silica nanomaterials,10,2023,"Wang, Jing",Pot,Si,Inset,Biotic,Foliar,Rice,8,class A,50,ClassC,hundreds grams,Yield,3,2.026909722,0.223590067,3,2.684527567,0.312368476,0.280992431,0.008569284
Transcriptomics and metabolomics reveal the mechanisms of enhanced constitutive resistance in rice by silica nanomaterials,10,2023,"Wang, Jing",Pot,Si,Inset,Biotic,Foliar,Rice,8,class A,50,ClassC,grain yield/plant,Yield,3,27.72479564,2.942779292,3,28.56948229,4.032697548,0.030011933,0.010396897
Transcriptomics and metabolomics reveal the mechanisms of enhanced constitutive resistance in rice by silica nanomaterials,10,2023,"Wang, Jing",Pot,Si,Inset,Biotic,Foliar,Rice,8,class A,50,ClassC,grain yield/plant,Yield,3,22.82016349,7.220708447,3,34.29155313,3.160762943,0.407254551,0.036205399
Transcriptomics and metabolomics reveal the mechanisms of enhanced constitutive resistance in rice by silica nanomaterials,10,2023,"Wang, Jing",Pot,Si,Inset,Biotic,Foliar,Rice,8,class A,50,ClassC,grain yield/plant,Yield,3,23.0653951,2.179836512,3,30.61307902,0.926430518,0.28309389,0.003282452
Transcriptomics and metabolomics reveal the mechanisms of enhanced constitutive resistance in rice by silica nanomaterials,10,2023,"Wang, Jing",Pot,Si,Inset,Biotic,Foliar,Rice,8,class A,50,ClassC,root fresh weight,Biomass,3,1.082142857,0.069642857,3,2.335714286,0.273214286,0.769374546,0.005941437
Transcriptomics and metabolomics reveal the mechanisms of enhanced constitutive resistance in rice by silica nanomaterials,10,2023,"Wang, Jing",Pot,Si,Inset,Biotic,Foliar,Rice,8,class A,50,ClassC,root fresh weight,Biomass,3,1.644642857,0.096428571,3,1.446428571,0.428571429,-0.128425789,0.030409733
Transcriptomics and metabolomics reveal the mechanisms of enhanced constitutive resistance in rice by silica nanomaterials,10,2023,"Wang, Jing",Pot,Si,Inset,Biotic,Foliar,Rice,8,class A,50,ClassC,root fresh weight,Biomass,3,1.746428571,0.3,3,2.689285714,0.326785714,0.431702738,0.014757904
Transcriptomics and metabolomics reveal the mechanisms of enhanced constitutive resistance in rice by silica nanomaterials,10,2023,"Wang, Jing",Pot,Si,Inset,Biotic,Foliar,Rice,8,class A,50,ClassC,root dry weight,Biomass,3,0.172762935,0.006626378,3,0.277459712,0.021204411,0.473755404,0.002437222
Transcriptomics and metabolomics reveal the mechanisms of enhanced constitutive resistance in rice by silica nanomaterials,10,2023,"Wang, Jing",Pot,Si,Inset,Biotic,Foliar,Rice,8,class A,50,ClassC,root dry weight,Biomass,3,0.323181722,0.023854962,3,0.219810221,0.031806616,-0.38545023,0.008795509
Transcriptomics and metabolomics reveal the mechanisms of enhanced constitutive resistance in rice by silica nanomaterials,10,2023,"Wang, Jing",Pot,Si,Inset,Biotic,Foliar,Rice,8,class A,50,ClassC,root dry weight,Biomass,3,0.245653096,0.045059372,3,0.418601569,0.080179177,0.532999196,0.023444397
Transcriptomics and metabolomics reveal the mechanisms of enhanced constitutive resistance in rice by silica nanomaterials,10,2023,"Wang, Jing",Pot,Si,Inset,Biotic,Foliar,Rice,8,class A,50,ClassC,shoot fresh weight,Biomass,3,1.660714286,0.263392857,3,3.996428571,0.267857143,0.878153302,0.009882292
Transcriptomics and metabolomics reveal the mechanisms of enhanced constitutive resistance in rice by silica nanomaterials,10,2023,"Wang, Jing",Pot,Si,Inset,Biotic,Foliar,Rice,8,class A,50,ClassC,shoot fresh weight,Biomass,3,3.933035714,0.1875,3,2.132142857,0.241071429,-0.612284064,0.005018831
Transcriptomics and metabolomics reveal the mechanisms of enhanced constitutive resistance in rice by silica nanomaterials,10,2023,"Wang, Jing",Pot,Si,Inset,Biotic,Foliar,Rice,8,class A,50,ClassC,shoot fresh weight,Biomass,3,3.446428571,0.263392857,3,4.382142857,0.460714286,0.240199343,0.00563134
Transcriptomics and metabolomics reveal the mechanisms of enhanced constitutive resistance in rice by silica nanomaterials,10,2023,"Wang, Jing",Pot,Si,Inset,Biotic,Foliar,Rice,8,class A,50,ClassC,shoot dry weight,Biomass,3,0.415648855,0.030916031,3,0.714503817,0.120229008,0.541747534,0.011282314
Transcriptomics and metabolomics reveal the mechanisms of enhanced constitutive resistance in rice by silica nanomaterials,10,2023,"Wang, Jing",Pot,Si,Inset,Biotic,Foliar,Rice,8,class A,50,ClassC,shoot dry weight,Biomass,3,0.877099237,0.079007634,3,0.508396947,0.038931298,-0.545357607,0.004659359
Transcriptomics and metabolomics reveal the mechanisms of enhanced constitutive resistance in rice by silica nanomaterials,10,2023,"Wang, Jing",Pot,Si,Inset,Biotic,Foliar,Rice,8,class A,50,ClassC,shoot dry weight,Biomass,3,0.570229008,0.050381679,3,0.87480916,0.076717557,0.427967711,0.005165658
Foliage application of selenium and silicon nanoparticles alleviates Cd and Pb toxicity in rice,11,2020,"Hussain, B",Field,Si,Heavy_Metal,Abiotic,Foliar,Rice,12,class A,5,ClassA,grains yield,Yield,3,6.3263,0.077622616,3,6.329623394,0.060748134,0.000525192,8.09E-05
Foliage application of selenium and silicon nanoparticles alleviates Cd and Pb toxicity in rice,11,2020,"Hussain, B",Field,Si,Heavy_Metal,Abiotic,Foliar,Rice,12,class A,10,ClassA,grains yield,Yield,3,6.3263,0.077622616,3,6.559546078,0.222743159,0.036205858,0.000434544
Foliage application of selenium and silicon nanoparticles alleviates Cd and Pb toxicity in rice,11,2020,"Hussain, B",Field,Si,Heavy_Metal,Abiotic,Foliar,Rice,12,class A,20,Class B,grains yield,Yield,3,6.3263,0.077622616,3,7.915700212,0.114746476,0.224132609,0.000120228
Foliage application of selenium and silicon nanoparticles alleviates Cd and Pb toxicity in rice,11,2020,"Hussain, B",Field,Se,Heavy_Metal,Abiotic,Foliar,Rice,12,class A,5,ClassA,grains yield,Yield,3,6.3627,0.077622616,3,6.477709191,0.128246061,0.017914112,0.000180265
Foliage application of selenium and silicon nanoparticles alleviates Cd and Pb toxicity in rice,11,2020,"Hussain, B",Field,Se,Heavy_Metal,Abiotic,Foliar,Rice,12,class A,10,ClassA,grains yield,Yield,3,6.3627,0.077622616,3,6.668661928,0.101246891,0.046966414,0.000126446
Foliage application of selenium and silicon nanoparticles alleviates Cd and Pb toxicity in rice,11,2020,"Hussain, B",Field,Se,Heavy_Metal,Abiotic,Foliar,Rice,12,class A,20,Class B,grains yield,Yield,3,6.3627,0.077622616,3,6.454327223,0.4568908,0.014297978,0.001719938
" Effect of green-synthesized copper oxide nanoparticles on growth, physiology, nutrient uptake, and cadmium accumulation in aestivum",12,2023,Alhaithloul,Pot,Cu,Heavy_Metal,Abiotic,Foliar,Wheat,8,class A,25,ClassB,grain yield/plant,Yield,3,5.571428571,0.485714286,3,6.228571429,0.471428571,0.111495504,0.004442982
" Effect of green-synthesized copper oxide nanoparticles on growth, physiology, nutrient uptake, and cadmium accumulation in aestivum",12,2023,Alhaithloul,Pot,Cu,Heavy_Metal,Abiotic,Foliar,Wheat,8,class A,50,ClassC,grain yield/plant,Yield,3,5.571428571,0.485714286,3,6.857142857,0.5,0.207639365,0.004305701
" Effect of green-synthesized copper oxide nanoparticles on growth, physiology, nutrient uptake, and cadmium accumulation in aestivum",12,2023,Alhaithloul,Pot,Cu,Heavy_Metal,Abiotic,Foliar,Wheat,8,class A,75,ClassC,grain yield/plant,Yield,3,5.571428571,0.485714286,3,7.542857143,0.471428571,0.302949545,0.003835504
" Effect of green-synthesized copper oxide nanoparticles on growth, physiology, nutrient uptake, and cadmium accumulation in aestivum",12,2023,Alhaithloul,Pot,Cu,Heavy_Metal,Abiotic,Foliar,Wheat,8,class A,100,ClassD,grain yield/plant,Yield,3,5.571428571,0.485714286,3,8.285714286,0.457142857,0.396881365,0.003548086
" Effect of green-synthesized copper oxide nanoparticles on growth, physiology, nutrient uptake, and cadmium accumulation in aestivum",12,2023,Alhaithloul,Pot,Cu,Heavy_Metal,Abiotic,Foliar,Wheat,8,class A,25,ClassB,plant height,Growth,3,110.0273224,1.229508197,3,111.8032787,1.393442623,0.016012166,9.34E-05
" Effect of green-synthesized copper oxide nanoparticles on growth, physiology, nutrient uptake, and cadmium accumulation in aestivum",12,2023,Alhaithloul,Pot,Cu,Heavy_Metal,Abiotic,Foliar,Wheat,8,class A,50,ClassC,plant height,Growth,3,110.0273224,1.229508197,3,114.1803279,1.038251366,0.037050302,6.92E-05
" Effect of green-synthesized copper oxide nanoparticles on growth, physiology, nutrient uptake, and cadmium accumulation in aestivum",12,2023,Alhaithloul,Pot,Cu,Heavy_Metal,Abiotic,Foliar,Wheat,8,class A,75,ClassC,plant height,Growth,3,110.0273224,1.229508197,3,115.9016393,1.147540984,0.052013174,7.43E-05
" Effect of green-synthesized copper oxide nanoparticles on growth, physiology, nutrient uptake, and cadmium accumulation in aestivum",12,2023,Alhaithloul,Pot,Cu,Heavy_Metal,Abiotic,Foliar,Wheat,8,class A,100,ClassD,plant height,Growth,3,110.0273224,1.229508197,3,117.568306,1.202185792,0.066290772,7.65E-05
" Effect of green-synthesized copper oxide nanoparticles on growth, physiology, nutrient uptake, and cadmium accumulation in aestivum",12,2023,Alhaithloul,Pot,Cu,Heavy_Metal,Abiotic,Foliar,Wheat,8,class A,25,ClassB, chl A,Photosynthetic Pigment,3,2.208333333,0.225694444,3,3.104166667,0.225694444,0.340507212,0.005243798
" Effect of green-synthesized copper oxide nanoparticles on growth, physiology, nutrient uptake, and cadmium accumulation in aestivum",12,2023,Alhaithloul,Pot,Cu,Heavy_Metal,Abiotic,Foliar,Wheat,8,class A,50,ClassC, chl A,Photosynthetic Pigment,3,2.208333333,0.225694444,3,3.46875,0.118055556,0.451556215,0.003867804
" Effect of green-synthesized copper oxide nanoparticles on growth, physiology, nutrient uptake, and cadmium accumulation in aestivum",12,2023,Alhaithloul,Pot,Cu,Heavy_Metal,Abiotic,Foliar,Wheat,8,class A,75,ClassC, chl A,Photosynthetic Pigment,3,2.208333333,0.225694444,3,3.725694444,0.090277778,0.523015179,0.003677415
" Effect of green-synthesized copper oxide nanoparticles on growth, physiology, nutrient uptake, and cadmium accumulation in aestivum",12,2023,Alhaithloul,Pot,Cu,Heavy_Metal,Abiotic,Foliar,Wheat,8,class A,100,ClassD, chl A,Photosynthetic Pigment,3,2.208333333,0.225694444,3,3.888888889,0.107638889,0.565885401,0.003737067
" Effect of green-synthesized copper oxide nanoparticles on growth, physiology, nutrient uptake, and cadmium accumulation in aestivum",12,2023,Alhaithloul,Pot,Cu,Heavy_Metal,Abiotic,Foliar,Wheat,8,class A,25,ClassB, chl B,Photosynthetic Pigment,3,1.407582938,0.106635071,3,1.936018957,0.130331754,0.318759776,0.003423707
" Effect of green-synthesized copper oxide nanoparticles on growth, physiology, nutrient uptake, and cadmium accumulation in aestivum",12,2023,Alhaithloul,Pot,Cu,Heavy_Metal,Abiotic,Foliar,Wheat,8,class A,50,ClassC, chl B,Photosynthetic Pigment,3,1.407582938,0.106635071,3,2.206161137,0.118483412,0.449379958,0.002874504
" Effect of green-synthesized copper oxide nanoparticles on growth, physiology, nutrient uptake, and cadmium accumulation in aestivum",12,2023,Alhaithloul,Pot,Cu,Heavy_Metal,Abiotic,Foliar,Wheat,8,class A,75,ClassC, chl B,Photosynthetic Pigment,3,1.407582938,0.106635071,3,2.367298578,0.090047393,0.519875459,0.002395368
" Effect of green-synthesized copper oxide nanoparticles on growth, physiology, nutrient uptake, and cadmium accumulation in aestivum",12,2023,Alhaithloul,Pot,Cu,Heavy_Metal,Abiotic,Foliar,Wheat,8,class A,100,ClassD, chl B,Photosynthetic Pigment,3,1.407582938,0.106635071,3,2.571090047,0.118483412,0.602455947,0.002620949
Effect of titanium dioxide nanoparticles and co-composted biochar on growth and Cd uptake by wheat plants: A field study,12,2023,"Chen, Fu",Field,Ti,Heavy_Metal,Abiotic,Foliar,Wheat,8,class A,75,ClassC,grains yield,Yield,4,3.493055556,0.111111111,4,4.076388889,0.131944444,0.15443465,0.000514877
Effect of titanium dioxide nanoparticles and co-composted biochar on growth and Cd uptake by wheat plants: A field study,13,2023,"Chen, Fu",Field,Ti,Heavy_Metal,Abiotic,Foliar,Wheat,8,class A,75,ClassC,hundreds grams,Yield,4,16.53213752,1.883408072,4,25.05979073,1.517189836,0.415958384,0.00416103
Effect of titanium dioxide nanoparticles and co-composted biochar on growth and Cd uptake by wheat plants: A field study,13,2023,"Chen, Fu",Field,Ti,Heavy_Metal,Abiotic,Foliar,Wheat,8,class A,75,ClassC,plant height,Growth,4,63.18240621,2.173350582,4,90.50452781,1.862871928,0.359374001,0.000401723
Effect of titanium dioxide nanoparticles and co-composted biochar on growth and Cd uptake by wheat plants: A field study,13,2023,"Chen, Fu",Field,Ti,Heavy_Metal,Abiotic,Foliar,Wheat,8,class A,75,ClassC,chlorophyll,Photosynthetic Pigment,4,3.5386,0.105449268,4,4.8513,0.295100564,0.315515542,0.001147053
Effect of titanium dioxide nanoparticles and co-composted biochar on growth and Cd uptake by wheat plants: A field study,13,2023,"Chen, Fu",Field,Ti,Heavy_Metal,Abiotic,Foliar,Wheat,8,class A,75,ClassC, chl A,Photosynthetic Pigment,4,2.072815534,0.121359223,4,2.95631068,0.140776699,0.355034255,0.001423861
Effect of titanium dioxide nanoparticles and co-composted biochar on growth and Cd uptake by wheat plants: A field study,13,2023,"Chen, Fu",Field,Ti,Heavy_Metal,Abiotic,Foliar,Wheat,8,class A,75,ClassC, chl B,Photosynthetic Pigment,4,1.465815813,0.093813387,4,1.894999516,0.129310345,0.256806627,0.00218812
"Effect of iron nanoparticles and conventional sources of Fe on growth, physiology and nutrient accumulation in wheat plants grown on normal and salt-affected soils",15,2023,"Zia-Ur-Rehman, M",Pot,Fe,Salt ,Abiotic,Soil,Wheat,100,class C,15,ClassA,grain yield/plant,Yield,3,6.524822695,0.09929078,3,9.716312057,0.19858156,0.398192349,0.000216426
"Effect of iron nanoparticles and conventional sources of Fe on growth, physiology and nutrient accumulation in wheat plants grown on normal and salt-affected soils",15,2023,"Zia-Ur-Rehman, M",Pot,Fe,Salt ,Abiotic,Soil,Wheat,100,class C,25,ClassB,grain yield/plant,Yield,3,6.524822695,0.09929078,3,10.5248227,0.212765957,0.478122754,0.000213414
"Effect of iron nanoparticles and conventional sources of Fe on growth, physiology and nutrient accumulation in wheat plants grown on normal and salt-affected soils",15,2023,"Zia-Ur-Rehman, M",Pot,Fe,Salt ,Abiotic,Soil,Wheat,100,class C,15,ClassA,plant height,Growth,3,36.46239554,1.364902507,3,49.72144847,0.77994429,0.310154928,0.0005491
"Effect of iron nanoparticles and conventional sources of Fe on growth, physiology and nutrient accumulation in wheat plants grown on normal and salt-affected soils",15,2023,"Zia-Ur-Rehman, M",Pot,Fe,Salt ,Abiotic,Soil,Wheat,100,class C,25,ClassB,plant height,Growth,3,36.46239554,1.364902507,3,54.98607242,2.534818942,0.410798454,0.001175462
"Effect of iron nanoparticles and conventional sources of Fe on growth, physiology and nutrient accumulation in wheat plants grown on normal and salt-affected soils",15,2023,"Zia-Ur-Rehman, M",Pot,Fe,Salt ,Abiotic,Soil,Wheat,100,class C,15,ClassA,chlorophyll,Photosynthetic Pigment,3,1.496637053,0.025477707,3,2.12750397,0.031847134,0.351728821,0.00017129
"Effect of iron nanoparticles and conventional sources of Fe on growth, physiology and nutrient accumulation in wheat plants grown on normal and salt-affected soils",15,2023,"Zia-Ur-Rehman, M",Pot,Fe,Salt ,Abiotic,Soil,Wheat,100,class C,25,ClassB,chlorophyll,Photosynthetic Pigment,3,1.496637053,0.025477707,3,2.261595424,0.080679406,0.412849878,0.000520801
"Effect of iron nanoparticles and conventional sources of Fe on growth, physiology and nutrient accumulation in wheat plants grown on normal and salt-affected soils",15,2023,"Zia-Ur-Rehman, M",Pot,Fe,Salt ,Abiotic,Soil,Wheat,100,class C,15,ClassA, chl A,Photosynthetic Pigment,3,1.462170616,0.025927585,3,2.074061629,0.028520344,0.349586769,0.000167841
"Effect of iron nanoparticles and conventional sources of Fe on growth, physiology and nutrient accumulation in wheat plants grown on normal and salt-affected soils",15,2023,"Zia-Ur-Rehman, M",Pot,Fe,Salt ,Abiotic,Soil,Wheat,100,class C,25,ClassB, chl A,Photosynthetic Pigment,3,1.462170616,0.025927585,3,2.203699555,0.077782756,0.410215509,0.000520091
"Effect of iron nanoparticles and conventional sources of Fe on growth, physiology and nutrient accumulation in wheat plants grown on normal and salt-affected soils",15,2023,"Zia-Ur-Rehman, M",Pot,Fe,Salt ,Abiotic,Soil,Wheat,100,class C,15,ClassA, chl B,Photosynthetic Pigment,3,0.034466437,0.004259897,3,0.053442341,0.000968158,0.438617324,0.005201346
