title,number,year,auther,experiment,NPs_type,Method,Crop,NPs_size,Size_class,Concentration,Concentration_class,Performance_class,Performance,n1,mean1,sd1,n2,mean2,sd2,lnRR,vi,Condition,pct_change,study_id,Stress_type,Stress_class
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Fe,Foliar,Wheat,100.0,ClassC,5.0,ClassA,grain yield/plant,Yield,4,10.10273973,0.51369863,4,12.7739726,0.376712329,0.234603063,0.00086379,Non-stress,26.440677927664268,63,,
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Fe,Foliar,Wheat,100.0,ClassC,10.0,ClassA,grain yield/plant,Yield,4,10.10273973,0.51369863,4,14.5890411,0.308219178,0.36746399,0.000757951,Non-stress,44.406779671190336,63,,
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Fe,Foliar,Wheat,100.0,ClassC,15.0,ClassA,grain yield/plant,Yield,4,10.10273973,0.51369863,4,15.61643836,0.684931507,0.435517453,0.001127283,Non-stress,54.576271159456866,63,,
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Fe,Foliar,Wheat,100.0,ClassC,20.0,ClassB,grain yield/plant,Yield,4,10.10273973,0.51369863,4,17.2260274,0.342465753,0.533614814,0.000745177,Non-stress,70.50847461720697,63,,
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Zn,Foliar,Wheat,30.0,ClassA,25.0,ClassB,grain yield/plant,Yield,4,10.1369863,0.479452055,4,12.67123288,0.342465753,0.223143552,0.000741874,Non-stress,25.000000085723784,63,,
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Zn,Foliar,Wheat,30.0,ClassA,50.0,ClassC,grain yield/plant,Yield,4,10.1369863,0.479452055,4,14.5890411,0.479452055,0.364079892,0.000829267,Non-stress,43.91891892678983,63,,
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Zn,Foliar,Wheat,30.0,ClassA,75.0,ClassC,grain yield/plant,Yield,4,10.1369863,0.479452055,4,15.92465753,0.410958904,0.451677951,0.000725752,Non-stress,57.09459455323223,63,,
"Zinc and iron oxide nanoparticles improved the plant growth and reduced the
oxidative stress and cadmium concentration in wheat",63,2018,Muhammad Rizwan,Pot,Zn,Foliar,Wheat,30.0,ClassA,100.0,ClassD,grain yield/plant,Yield,4,10.1369863,0.479452055,4,17.60273973,0.308219178,0.551863811,0.000635906,Non-stress,73.6486486258825,63,,
"Response of rice yield and quality to nano-fertilizers in
comparison with conventional fertilizers",64,2016,Seyed Taghi Sadati Valojai,Field,N,Foliar,Rice,60.0,ClassB,1000.0,ClassF,grains yield,Yield,3,1.988888889,0.1,3,3.977777778,0.177777778,0.693147181,0.001508484,Non-stress,100.00000008801094,64,,
"Response of rice yield and quality to nano-fertilizers in
comparison with conventional fertilizers",64,2016,Seyed Taghi Sadati Valojai,Field,P,Foliar,Rice,60.0,ClassB,1000.0,ClassF,grains yield,Yield,3,1.988888889,0.1,3,2.8,0.311111111,0.342043282,0.004957897,Non-stress,40.78212295139194,64,,
"Response of rice yield and quality to nano-fertilizers in
comparison with conventional fertilizers",64,2016,Seyed Taghi Sadati Valojai,Field,K,Foliar,Rice,60.0,ClassB,1000.0,ClassF,grains yield,Yield,3,1.988888889,0.1,3,3.422222222,0.244444444,0.542713977,0.002543351,Non-stress,72.06703908329139,64,,
"Response of rice yield and quality to nano-fertilizers in
comparison with conventional fertilizers",64,2016,Seyed Taghi Sadati Valojai,Field,N,Foliar,Rice,60.0,ClassB,1000.0,ClassF,grains yield,Yield,3,4.322580645,0.548387097,3,6.758064516,0.5,0.446883939,0.007189593,Non-stress,56.34328351778852,64,,
"Response of rice yield and quality to nano-fertilizers in
comparison with conventional fertilizers",64,2016,Seyed Taghi Sadati Valojai,Field,P,Foliar,Rice,60.0,ClassB,1000.0,ClassF,grains yield,Yield,3,4.322580645,0.548387097,3,6.161290323,0.580645161,0.354433628,0.008325411,Non-stress,42.53731341919236,64,,
"Response of rice yield and quality to nano-fertilizers in
comparison with conventional fertilizers",64,2016,Seyed Taghi Sadati Valojai,Field,K,Foliar,Rice,60.0,ClassB,1000.0,ClassF,grains yield,Yield,3,4.322580645,0.548387097,3,5.322580645,0.661290323,0.208105674,0.01051036,Non-stress,23.134328364406407,64,,
"Foliar Applied Selenium Nanoparticles Can Alleviate Soil Cadmium 
Stress Through Physio chemical and Stomatal Changes to Optimize 
Yield, Antioxidant Capacity, and Fatty Acid Profle of Wheat",66,2022,Leila Nasirzadeh,Pot,Se,Foliar,Wheat,40.0,ClassB,20.0,ClassB,grains yield,Yield,5,14.99173028,0.270356234,5,15.05534351,0.238549618,0.004234244,0.000115255,Non-stress,0.4243221077032011,66,,
"Foliar Applied Selenium Nanoparticles Can Alleviate Soil Cadmium 
Stress Through Physio chemical and Stomatal Changes to Optimize 
Yield, Antioxidant Capacity, and Fatty Acid Profle of Wheat",66,2022,Leila Nasirzadeh,Pot,Se,Foliar,Wheat,40.0,ClassB,40.0,ClassB,grains yield,Yield,5,14.99173028,0.270356234,5,15.61195929,0.254452926,0.040538507,0.000118172,Non-stress,4.137140901930736,66,,
"Simultaneous mitigation of cadmium and drought stress in wheat by
soil application of iron nanoparticles",67,2020,Muhammad Adrees,Pot,Fe,Soil,Wheat,100.0,ClassC,25.0,ClassB,grain yield/plant,Yield,4,7.057471264,0.540229885,4,9.045977011,0.310344828,0.24823332,0.001759121,Non-stress,28.175895730831392,67,,
"Simultaneous mitigation of cadmium and drought stress in wheat by
soil application of iron nanoparticles",67,2020,Muhammad Adrees,Pot,Fe,Soil,Wheat,100.0,ClassC,50.0,ClassC,grain yield/plant,Yield,4,7.057471264,0.540229885,4,9.574712644,0.643678161,0.305038714,0.002594733,Non-stress,35.66775244032405,67,,
"Simultaneous mitigation of cadmium and drought stress in wheat by
soil application of iron nanoparticles",67,2020,Muhammad Adrees,Pot,Fe,Soil,Wheat,100.0,ClassC,100.0,ClassD,grain yield/plant,Yield,4,7.057471264,0.540229885,4,11.27586207,0.701149425,0.468577532,0.002431503,Non-stress,59.77198706363609,67,,
"Influence of nanoscale micro-nutrient ¦Á-Fe2O3 on seed germination, 
seedling growth, translocation, physiological effects and yield of rice and maize",68,2021,Dilip Itroutwar Prerna,Field,Fe,Foliar,Rice,25.0,ClassA,10.0,ClassA,thousands grams,Yield,4,15.81259259,0.416666667,4,16.06722222,0.277777778,0.015974688,0.000248308,Non-stress,1.6102965482322595,68,,
"Influence of nanoscale micro-nutrient ¦Á-Fe2O4 on seed germination, 
seedling growth, translocation, physiological effects and yield of rice and maize",68,2021,Dilip Itroutwar Prerna,Field,Fe,Foliar,Rice,25.0,ClassA,25.0,ClassB,thousands grams,Yield,4,15.81259259,0.416666667,4,16.02092593,0.287777778,0.013089116,0.000254249,Non-stress,1.317515345375675,68,,
"Influence of nanoscale micro-nutrient ¦Á-Fe2O5 on seed germination, 
seedling growth, translocation, physiological effects and yield of rice and maize",68,2021,Dilip Itroutwar Prerna,Field,Fe,Foliar,Rice,25.0,ClassA,50.0,ClassC,thousands grams,Yield,4,15.81259259,0.416666667,4,15.60425926,0.648148148,-0.013262715,0.000604907,Non-stress,-1.3175152727362693,68,,
"Influence of nanoscale micro-nutrient ¦Á-Fe2O6 on seed germination, 
seedling growth, translocation, physiological effects and yield of rice and maize",68,2021,Dilip Itroutwar Prerna,Field,Fe,Foliar,Rice,25.0,ClassA,75.0,ClassC,thousands grams,Yield,4,15.81259259,0.416666667,4,16.04407407,0.555555556,0.014532943,0.000473339,Non-stress,1.4639059655382924,68,,
"Influence of nanoscale micro-nutrient ¦Á-Fe2O7 on seed germination, 
seedling growth, translocation, physiological effects and yield of rice and maize",68,2021,Dilip Itroutwar Prerna,Field,Fe,Foliar,Maize,25.0,ClassA,10.0,ClassA,thousands grams,Yield,4,306.6692872,2.620545073,4,317.1514675,1.965408805,0.033609549,2.79e-05,Non-stress,3.418073098581109,68,,
"Influence of nanoscale micro-nutrient ¦Á-Fe2O8 on seed germination, 
seedling growth, translocation, physiological effects and yield of rice and maize",68,2021,Dilip Itroutwar Prerna,Field,Fe,Foliar,Maize,25.0,ClassA,25.0,ClassB,thousands grams,Yield,4,306.6692872,2.620545073,4,331.5644654,13.10272537,0.07805233,0.000408671,Non-stress,8.117923529912584,68,,
"Influence of nanoscale micro-nutrient ¦Á-Fe2O9 on seed germination, 
seedling growth, translocation, physiological effects and yield of rice and maize",68,2021,Dilip Itroutwar Prerna,Field,Fe,Foliar,Maize,25.0,ClassA,50.0,ClassC,thousands grams,Yield,4,306.6692872,2.620545073,4,337.4606918,9.827044025,0.095679108,0.000230257,Non-stress,10.040589588385696,68,,
"Influence of nanoscale micro-nutrient ¦Á-Fe2O10 on seed germination, 
seedling growth, translocation, physiological effects and yield of rice and maize",68,2021,Dilip Itroutwar Prerna,Field,Fe,Foliar,Maize,25.0,ClassA,75.0,ClassC,thousands grams,Yield,4,306.6692872,2.620545073,4,344.9947589,6.551362683,0.117759299,0.000108408,Non-stress,12.497329657849487,68,,
"The accumulation of cadmium in wheat (Triticum aestivum)
as influenced by zinc oxide nanoparticles and soil moisture
conditions",69,2019,Zahra Saeed Khan,Pot,Zn,Soil,Wheat,30.0,ClassA,25.0,ClassB,grain yield/plant,Yield,4,7.72972973,0.630630631,4,9.405405405,0.414414414,0.196210669,0.002149381,Non-stress,21.678321683843226,69,,
"The accumulation of cadmium in wheat (Triticum aestivum)
as influenced by zinc oxide nanoparticles and soil moisture
conditions",69,2019,Zahra Saeed Khan,Pot,Zn,Soil,Wheat,30.0,ClassA,50.0,ClassC,grain yield/plant,Yield,4,7.72972973,0.630630631,4,10.01801802,0.612612613,0.259311375,0.002598895,Non-stress,29.60372956192392,69,,
"The accumulation of cadmium in wheat (Triticum aestivum)
as influenced by zinc oxide nanoparticles and soil moisture
conditions",69,2019,Zahra Saeed Khan,Pot,Zn,Soil,Wheat,30.0,ClassA,100.0,ClassD,grain yield/plant,Yield,4,7.72972973,0.630630631,4,11.72972973,0.522522523,0.417052723,0.002160137,Non-stress,51.74825170567843,69,,
"Cerium oxide nanoparticles alleviates stress in wheat grown on Cd 
contaminated alkaline soil",70,2023,Muhammad Ashar Ayub,Pot,Ce,Soil,Wheat,20.0,ClassA,200.0,ClassD,hundreds grams,Yield,3,2.743494424,0.594795539,3,3.107806691,0.910780669,0.124684788,0.044296211,Non-stress,13.279132736474853,70,,
"Cerium oxide nanoparticles alleviates stress in wheat grown on Cd 
contaminated alkaline soil",70,2023,Muhammad Ashar Ayub,Pot,Ce,Soil,Wheat,20.0,ClassA,400.0,ClassE,hundreds grams,Yield,3,2.743494424,0.594795539,3,3.24535316,0.918215613,0.167991731,0.042351311,Non-stress,18.29268289854198,70,,
"Cerium oxide nanoparticles alleviates stress in wheat grown on Cd 
contaminated alkaline soil",70,2023,Muhammad Ashar Ayub,Pot,Ce,Soil,Wheat,20.0,ClassA,600.0,ClassE,hundreds grams,Yield,3,2.743494424,0.594795539,3,3.394052045,0.635687732,0.212792056,0.02736082,Non-stress,23.712737128052197,70,,
"Cerium oxide nanoparticles alleviates stress in wheat grown on Cd 
contaminated alkaline soil",70,2023,Muhammad Ashar Ayub,Pot,Ce,Soil,Wheat,20.0,ClassA,1000.0,ClassF,hundreds grams,Yield,3,2.743494424,0.594795539,3,3.591078067,0.442379182,0.26922001,0.020726188,Non-stress,30.894308993870467,70,,
"Cerium oxide nanoparticles alleviates stress in wheat grown on Cd 
contaminated alkaline soil",70,2023,Muhammad Ashar Ayub,Pot,Ce,Soil,Wheat,20.0,ClassA,200.0,ClassD,grain yield/plant,Yield,3,6.15,1.025,3,7.6,1.2,0.211696165,0.017569509,Non-stress,23.57723571379955,70,,
"Cerium oxide nanoparticles alleviates stress in wheat grown on Cd 
contaminated alkaline soil",70,2023,Muhammad Ashar Ayub,Pot,Ce,Soil,Wheat,20.0,ClassA,400.0,ClassE,grain yield/plant,Yield,3,6.15,1.025,3,9.25,2.35,0.40817147,0.030773747,Non-stress,50.406504109274096,70,,
"Cerium oxide nanoparticles alleviates stress in wheat grown on Cd 
contaminated alkaline soil",70,2023,Muhammad Ashar Ayub,Pot,Ce,Soil,Wheat,20.0,ClassA,600.0,ClassE,grain yield/plant,Yield,3,6.15,1.025,3,9.475,2.525,0.432204669,0.032931702,Non-stress,54.06504062728696,70,,
"Cerium oxide nanoparticles alleviates stress in wheat grown on Cd 
contaminated alkaline soil",70,2023,Muhammad Ashar Ayub,Pot,Ce,Soil,Wheat,20.0,ClassA,1000.0,ClassF,grain yield/plant,Yield,3,6.15,1.025,3,9.325,0.725,0.416246884,0.011274176,Non-stress,51.62601630391388,70,,
The impact of nano-ZnO foliar fertilizer on growth and yield of cultivated rice  varieties in Sri Lanka,71,2021,S. Somaratne,Pot,Zn,Foliar,Rice,31.0,ClassA,60.0,ClassC,hundreds grams,Yield,5,1.89,0.05,5,2.24,0.4,0.169899037,0.006517525,Non-stress,18.518518542767715,71,,
The impact of nano-ZnO foliar fertilizer on growth and yield of cultivated rice  varieties in Sri Lanka,71,2021,S. Somaratne,Pot,Zn,Foliar,Rice,31.0,ClassA,120.0,ClassD,hundreds grams,Yield,5,1.89,0.05,5,2.1,0.05,0.105360516,0.000253352,Non-stress,11.111111149130416,71,,
The impact of nano-ZnO foliar fertilizer on growth and yield of cultivated rice  varieties in Sri Lanka,71,2021,S. Somaratne,Pot,Zn,Foliar,Rice,31.0,ClassA,60.0,ClassC,hundreds grams,Yield,5,1.51,0.05,5,1.65,0.05,0.088665637,0.000402943,Non-stress,9.271523169448148,71,,
The impact of nano-ZnO foliar fertilizer on growth and yield of cultivated rice  varieties in Sri Lanka,71,2021,S. Somaratne,Pot,Zn,Foliar,Rice,31.0,ClassA,120.0,ClassD,hundreds grams,Yield,5,1.51,0.05,5,1.74,0.05,0.141775462,0.000384436,Non-stress,15.231788033423044,71,,
The impact of nano-ZnO foliar fertilizer on growth and yield of cultivated rice  varieties in Sri Lanka,71,2021,S. Somaratne,Pot,Zn,Foliar,Rice,31.0,ClassA,60.0,ClassC,hundreds grams,Yield,5,0.83,0.05,5,1.05,0.1,0.235119742,0.002539854,Non-stress,26.506024050726307,71,,
The impact of nano-ZnO foliar fertilizer on growth and yield of cultivated rice  varieties in Sri Lanka,71,2021,S. Somaratne,Pot,Zn,Foliar,Rice,31.0,ClassA,120.0,ClassD,hundreds grams,Yield,5,0.83,0.05,5,1.07,0.1,0.253988227,0.002472672,Non-stress,28.91566269374941,71,,
"Effects of Silicon and Zinc Nanoparticles on Growth, Yield, and Biochemical Characteristics of Rice",72,2019,Norollah Kheyri,Field,Si,Foliar,Rice,30.0,ClassA,50.0,ClassC,grains yield,Yield,4,3.969,0.7938,4,4.389,0.8778,0.100587237,0.02,Non-stress,10.582010592497216,72,,
"Effects of Silicon and Zinc Nanoparticles on Growth, Yield, and Biochemical Characteristics of Rice",72,2019,Norollah Kheyri,Field,Zn,Foliar,Rice,30.0,ClassA,50.0,ClassC,grains yield,Yield,4,3.887,0.7774,4,4.451,0.8902,0.135491138,0.02,Non-stress,14.509904792170758,72,,
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar,Field,P,Foliar,Rice,60.0,ClassB,1000.0,ClassF,thousands grams,Yield,4,26.33,5.266,4,24.33,4.866,-0.078998817,0.02,Non-stress,-7.595898241503596,73,,
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar,Field,P,Foliar,Rice,60.0,ClassB,3000.0,ClassF,thousands grams,Yield,4,26.33,5.266,4,23.0,4.6,-0.135214758,0.02,Non-stress,-12.647170564684496,73,,
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar,Field,P,Foliar,Rice,60.0,ClassB,5000.0,ClassF,thousands grams,Yield,4,26.33,5.266,4,23.0,4.6,-0.135214758,0.02,Non-stress,-12.647170564684496,73,,
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar,Field,P,Foliar,Rice,60.0,ClassB,1000.0,ClassF,thousands grams,Yield,4,26.0,5.2,4,25.0,5.0,-0.039220713,0.02,Non-stress,-3.8461538314152555,73,,
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar,Field,P,Foliar,Rice,60.0,ClassB,3000.0,ClassF,thousands grams,Yield,4,26.0,5.2,4,23.0,4.6,-0.122602322,0.02,Non-stress,-11.538461530293675,73,,
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar,Field,P,Foliar,Rice,60.0,ClassB,5000.0,ClassF,thousands grams,Yield,4,26.0,5.2,4,23.0,4.6,-0.122602322,0.02,Non-stress,-11.538461530293675,73,,
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar,Field,Zn,Foliar,Rice,30.0,ClassA,25.0,ClassB,thousands grams,Yield,4,26.33,5.266,4,22.67,4.534,-0.149666509,0.02,Non-stress,-13.900493734349972,73,,
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar,Field,Zn,Foliar,Rice,30.0,ClassA,50.0,ClassC,thousands grams,Yield,4,26.33,5.266,4,21.33,4.266,-0.210594441,0.02,Non-stress,-18.989745535387883,73,,
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar,Field,Zn,Foliar,Rice,30.0,ClassA,100.0,ClassD,thousands grams,Yield,4,26.33,5.266,4,24.33,4.866,-0.078998817,0.02,Non-stress,-7.595898241503596,73,,
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar,Field,Zn,Foliar,Rice,30.0,ClassA,25.0,ClassB,thousands grams,Yield,4,26.0,5.2,4,22.33,4.466,-0.152165472,0.02,Non-stress,-14.115384600834425,73,,
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar,Field,Zn,Foliar,Rice,30.0,ClassA,50.0,ClassC,thousands grams,Yield,4,26.0,5.2,4,22.33,4.466,-0.152165472,0.02,Non-stress,-14.115384600834425,73,,
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar,Field,Zn,Foliar,Rice,30.0,ClassA,100.0,ClassD,thousands grams,Yield,4,26.0,5.2,4,25.0,5.0,-0.039220713,0.02,Non-stress,-3.8461538314152555,73,,
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar,Field,Si,Foliar,Rice,30.0,ClassA,50.0,ClassC,thousands grams,Yield,4,26.33,5.266,4,23.33,4.666,-0.120968887,0.02,Non-stress,-11.393847280368641,73,,
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar,Field,Si,Foliar,Rice,30.0,ClassA,100.0,ClassD,thousands grams,Yield,4,26.33,5.266,4,23.67,4.734,-0.10650055,0.02,Non-stress,-10.102544627490905,73,,
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar,Field,Si,Foliar,Rice,30.0,ClassA,200.0,ClassD,thousands grams,Yield,4,26.33,5.266,4,22.67,4.534,-0.149666509,0.02,Non-stress,-13.900493734349972,73,,
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar,Field,Si,Foliar,Rice,30.0,ClassA,50.0,ClassC,thousands grams,Yield,4,26.0,5.2,4,24.0,4.8,-0.080042708,0.02,Non-stress,-7.692307722442793,73,,
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar,Field,Si,Foliar,Rice,30.0,ClassA,100.0,ClassD,thousands grams,Yield,4,26.0,5.2,4,24.33,4.866,-0.066386381,0.02,Non-stress,-6.423076901923785,73,,
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar,Field,Si,Foliar,Rice,30.0,ClassA,200.0,ClassD,thousands grams,Yield,4,26.0,5.2,4,22.0,4.4,-0.167054085,0.02,Non-stress,-15.384615413116709,73,,
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar,Field,P,Foliar,Rice,60.0,ClassB,1000.0,ClassF,grains yield,Yield,4,8.39,1.678,4,8.55,1.71,0.018890762,0.02,Non-stress,1.9070321333171991,73,,
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar,Field,P,Foliar,Rice,60.0,ClassB,3000.0,ClassF,grains yield,Yield,4,8.39,1.678,4,8.99,1.798,0.069072328,0.02,Non-stress,7.151370678907232,73,,
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar,Field,P,Foliar,Rice,60.0,ClassB,5000.0,ClassF,grains yield,Yield,4,8.39,1.678,4,8.24,1.648,-0.018040177,0.02,Non-stress,-1.7878427132809072,73,,
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar,Field,P,Foliar,Rice,60.0,ClassB,1000.0,ClassF,grains yield,Yield,4,7.97,1.594,4,9.07,1.814,0.129287771,0.02,Non-stress,13.801756550225353,73,,
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar,Field,P,Foliar,Rice,60.0,ClassB,3000.0,ClassF,grains yield,Yield,4,7.97,1.594,4,9.46,1.892,0.17138789,0.02,Non-stress,18.69510661887912,73,,
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar,Field,P,Foliar,Rice,60.0,ClassB,5000.0,ClassF,grains yield,Yield,4,7.97,1.594,4,8.76,1.752,0.094511412,0.02,Non-stress,9.912170623833049,73,,
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar,Field,Zn,Foliar,Rice,30.0,ClassA,25.0,ClassB,grains yield,Yield,4,8.39,1.678,4,8.72,1.744,0.038578717,0.02,Non-stress,3.9332538277441653,73,,
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar,Field,Zn,Foliar,Rice,30.0,ClassA,50.0,ClassC,grains yield,Yield,4,8.39,1.678,4,10.05,2.01,0.180532114,0.02,Non-stress,19.78545887650778,73,,
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar,Field,Zn,Foliar,Rice,30.0,ClassA,100.0,ClassD,grains yield,Yield,4,8.39,1.678,4,7.93,1.586,-0.056387485,0.02,Non-stress,-5.482717536703207,73,,
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar,Field,Zn,Foliar,Rice,30.0,ClassA,25.0,ClassB,grains yield,Yield,4,7.97,1.594,4,8.56,1.712,0.071415697,0.02,Non-stress,7.402760313562462,73,,
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar,Field,Zn,Foliar,Rice,30.0,ClassA,50.0,ClassC,grains yield,Yield,4,7.97,1.594,4,9.57,1.914,0.182948713,0.02,Non-stress,20.075282349154143,73,,
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar,Field,Zn,Foliar,Rice,30.0,ClassA,100.0,ClassD,grains yield,Yield,4,7.97,1.594,4,8.18,1.636,0.026007658,0.02,Non-stress,2.6348808222520503,73,,
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar,Field,Si,Foliar,Rice,30.0,ClassA,50.0,ClassC,grains yield,Yield,4,8.39,1.678,4,8.53,1.706,0.016548841,0.02,Non-stress,1.668653156033928,73,,
"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",73,2023,Nehal M. Elekhtyar,Field,Si,Foliar,Rice,30.0,ClassA,100.0,ClassD,grains yield,Yield,4,8.39,1.678,4,8.73,1.746,0.039724849,0.02,Non-stress,4.052443346233403,73,,
