title,number,year,auther,experiment,NPs_type,Method,Crop,NPs_size,Size_class,Concentration,Concentration_class,Performance_class,Performance,n1,mean1,sd1,n2,mean2,sd2,lnRR,vi,Condition,pct_change,study_id,Stress_type,Stress_class
"Effect of iron nanoparticles and conventional sources of Fe on growth, physiology and nutrient accumulation in wheat plants grown on normal and salt-affected soils",15,2023,"Zia-Ur-Rehman, M",Pot,Fe,Soil,Wheat,100.0,class C,15.0,ClassA,grain yield/plant,Yield,3,6.524822695,0.09929078,3,9.716312057,0.19858156,0.398192349,0.000216426,Stress,48.91304351115806,15,Salt,Abiotic
"Effect of iron nanoparticles and conventional sources of Fe on growth, physiology and nutrient accumulation in wheat plants grown on normal and salt-affected soils",15,2023,"Zia-Ur-Rehman, M",Pot,Fe,Soil,Wheat,100.0,class C,25.0,ClassB,grain yield/plant,Yield,3,6.524822695,0.09929078,3,10.5248227,0.212765957,0.478122754,0.000213414,Stress,61.30434787702046,15,Salt,Abiotic
Co-foliar application of zinc and nano-silicon to rice helps in reducing cadmium exposure risk: Investigations through in-vitro digestion with human cell line bioavailability assay,16,2024,"Lin, Q",Field,Si,Foliar,Rice,24.0,class A,600.0,ClassE,grains yield,Yield,6,11.13387514,0.309504102,6,11.43712599,0.284743774,0.026872454,0.000232097,Stress,2.72367744659634,16,Heavy_Metal,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Ag,Foliar,Wheat,61.0,class C,12.5,ClassA,thousands grams,Yield,3,38.59289617,3.620218579,3,39.07103825,1.024590164,0.01231326,0.003162374,Stress,1.238938029472525,17,Climatic_Stress,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Ag,Foliar,Wheat,61.0,class C,25.0,ClassB,thousands grams,Yield,3,38.59289617,3.620218579,3,39.54918033,2.595628415,0.024476747,0.004368928,Stress,2.47787616496018,17,Climatic_Stress,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Ag,Foliar,Wheat,61.0,class C,50.0,ClassC,thousands grams,Yield,3,38.59289617,3.620218579,3,42.62295082,3.005464481,0.099324637,0.004590498,Stress,10.442477851478982,17,Climatic_Stress,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Ag,Foliar,Wheat,61.0,class C,75.0,ClassC,thousands grams,Yield,3,38.59289617,3.620218579,3,43.92076503,3.073770492,0.129318993,0.004565753,Stress,13.805309724136672,17,Climatic_Stress,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Ag,Foliar,Wheat,61.0,class C,100.0,ClassD,thousands grams,Yield,3,38.59289617,3.620218579,3,40.6420765,0.478142077,0.051735674,0.002979281,Stress,5.309734471235861,17,Climatic_Stress,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Ag,Foliar,Wheat,61.0,class C,12.5,ClassA,grain yield/plant,Yield,3,12.02185792,2.732240437,3,13.59289617,0.887978142,0.12282083,0.018640154,Stress,13.06818185364671,17,Climatic_Stress,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Ag,Foliar,Wheat,61.0,class C,25.0,ClassB,grain yield/plant,Yield,3,12.02185792,2.732240437,3,17.34972678,1.912568306,0.366850273,0.021268306,Stress,44.31818196533084,17,Climatic_Stress,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Ag,Foliar,Wheat,61.0,class C,50.0,ClassC,grain yield/plant,Yield,3,12.02185792,2.732240437,3,18.92076503,2.390710383,0.453533512,0.022539391,Stress,57.386363770270044,17,Climatic_Stress,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Ag,Foliar,Wheat,61.0,class C,75.0,ClassC,grain yield/plant,Yield,3,12.02185792,2.732240437,3,19.26229508,1.366120219,0.471423076,0.018894274,Stress,60.227272743301576,17,Climatic_Stress,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Ag,Foliar,Wheat,61.0,class C,100.0,ClassD,grain yield/plant,Yield,3,12.02185792,2.732240437,3,17.69125683,2.18579235,0.386344067,0.022306007,Stress,47.159090958921034,17,Climatic_Stress,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Ag,Foliar,Wheat,61.0,class C,12.5,ClassA,thousands grams,Yield,3,38.16216216,3.783783784,3,40.21621622,0.756756757,0.052425797,0.003394946,Stress,5.3824362248090285,17,Climatic_Stress,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Ag,Foliar,Wheat,61.0,class C,25.0,ClassB,thousands grams,Yield,3,38.16216216,3.783783784,3,43.67567568,2.810810811,0.134946821,0.0046575,Stress,14.44759206480093,17,Climatic_Stress,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Ag,Foliar,Wheat,61.0,class C,50.0,ClassC,thousands grams,Yield,3,38.16216216,3.783783784,3,42.48648649,2.918918919,0.107341555,0.004850252,Stress,11.331444766335963,17,Climatic_Stress,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Ag,Foliar,Wheat,61.0,class C,75.0,ClassC,thousands grams,Yield,3,38.16216216,3.783783784,3,39.35135135,2.594594595,0.030685811,0.004726017,Stress,3.1161473393615857,17,Climatic_Stress,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Ag,Foliar,Wheat,61.0,class C,100.0,ClassD,thousands grams,Yield,3,38.16216216,3.783783784,3,39.24324324,0.540540541,0.027934777,0.003340159,Stress,2.832861155707045,17,Climatic_Stress,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Ag,Foliar,Wheat,61.0,class C,12.5,ClassA,grain yield/plant,Yield,3,7.67816092,1.977011494,3,8.551724138,1.885057471,0.107752861,0.038295991,Stress,11.377245475964681,17,Climatic_Stress,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Ag,Foliar,Wheat,61.0,class C,25.0,ClassB,grain yield/plant,Yield,3,7.67816092,1.977011494,3,9.471264368,1.103448276,0.209882356,0.026623974,Stress,23.353293367184346,17,Climatic_Stress,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Ag,Foliar,Wheat,61.0,class C,50.0,ClassC,grain yield/plant,Yield,3,7.67816092,1.977011494,3,11.12643678,0.91954023,0.370943914,0.024376225,Stress,44.91017967840516,17,Climatic_Stress,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Ag,Foliar,Wheat,61.0,class C,75.0,ClassC,grain yield/plant,Yield,3,7.67816092,1.977011494,3,11.26436782,1.149425287,0.383264398,0.02557029,Stress,46.70658680757298,17,Climatic_Stress,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Ag,Foliar,Wheat,61.0,class C,100.0,ClassD,grain yield/plant,Yield,3,7.67816092,1.977011494,3,10.71264368,1.747126437,0.333044641,0.030965644,Stress,39.52095806305132,17,Climatic_Stress,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Zn,Foliar,Wheat,46.5,class B,12.5,ClassA,thousands grams,Yield,3,29.33901919,1.748400853,3,32.23880597,1.791044776,0.094252538,0.002212583,Stress,9.883720903180349,17,Climatic_Stress,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Zn,Foliar,Wheat,46.5,class B,25.0,ClassB,thousands grams,Yield,3,29.33901919,1.748400853,3,31.94029851,3.326226013,0.084950146,0.004798743,Stress,8.866279115069343,17,Climatic_Stress,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Zn,Foliar,Wheat,46.5,class B,50.0,ClassC,thousands grams,Yield,3,29.33901919,1.748400853,3,36.71641791,2.771855011,0.224305666,0.003083538,Stress,25.14534877533905,17,Climatic_Stress,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Zn,Foliar,Wheat,46.5,class B,75.0,ClassC,thousands grams,Yield,3,29.33901919,1.748400853,3,36.8869936,2.601279318,0.228940669,0.002841477,Stress,25.726744186230622,17,Climatic_Stress,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Zn,Foliar,Wheat,46.5,class B,100.0,ClassD,thousands grams,Yield,3,29.33901919,1.748400853,3,38.50746269,1.32196162,0.271933716,0.001576626,Stress,31.25000006777201,17,Climatic_Stress,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Zn,Foliar,Wheat,46.5,class B,12.5,ClassA,grain yield/plant,Yield,3,11.0021322,0.554371002,3,11.72707889,0.511727079,0.063811512,0.001481014,Stress,6.5891472074177,17,Climatic_Stress,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Zn,Foliar,Wheat,46.5,class B,25.0,ClassB,grain yield/plant,Yield,3,11.0021322,0.554371002,3,10.87420043,0.554371002,-0.01169604,0.001712637,Stress,-1.1627907210799315,17,Climatic_Stress,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Zn,Foliar,Wheat,46.5,class B,50.0,ClassC,grain yield/plant,Yield,3,11.0021322,0.554371002,3,11.5565032,1.023454158,0.049159236,0.003460647,Stress,5.038759694325345,17,Climatic_Stress,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Zn,Foliar,Wheat,46.5,class B,75.0,ClassC,grain yield/plant,Yield,3,11.0021322,0.554371002,3,12.36673774,1.066098081,0.116921338,0.003323513,Stress,12.403100768573005,17,Climatic_Stress,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Zn,Foliar,Wheat,46.5,class B,100.0,ClassD,grain yield/plant,Yield,3,11.0021322,0.554371002,3,16.07675906,0.852878465,0.379285602,0.001784418,Stress,46.124030930833214,17,Climatic_Stress,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Zn,Foliar,Wheat,46.5,class B,12.5,ClassA,thousands grams,Yield,3,29.31506849,1.98630137,3,32.39726027,1.780821918,0.099972193,0.002537508,Stress,10.514018701520001,17,Climatic_Stress,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Zn,Foliar,Wheat,46.5,class B,25.0,ClassB,thousands grams,Yield,3,29.31506849,1.98630137,3,33.52739726,2.191780822,0.134261266,0.002954873,Stress,14.369158834041574,17,Climatic_Stress,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Zn,Foliar,Wheat,46.5,class B,50.0,ClassC,thousands grams,Yield,3,29.31506849,1.98630137,3,34.55479452,2.979452055,0.164444644,0.004008529,Stress,17.873831750727387,17,Climatic_Stress,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Zn,Foliar,Wheat,46.5,class B,75.0,ClassC,thousands grams,Yield,3,29.31506849,1.98630137,3,34.8630137,2.979452055,0.173324821,0.003964904,Stress,18.925233648579077,17,Climatic_Stress,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Zn,Foliar,Wheat,46.5,class B,100.0,ClassD,thousands grams,Yield,3,29.31506849,1.98630137,3,41.91780822,2.191780822,0.357609087,0.002441668,Stress,42.990654215541134,17,Climatic_Stress,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Zn,Foliar,Wheat,46.5,class B,12.5,ClassA,grain yield/plant,Yield,3,10.61643836,0.205479452,3,10.89041096,1.438356164,0.025479085,0.005939513,Stress,2.5806451304150935,17,Climatic_Stress,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Zn,Foliar,Wheat,46.5,class B,25.0,ClassB,grain yield/plant,Yield,3,10.61643836,0.205479452,3,11.78082192,1.369863014,0.10406936,0.004631811,Stress,10.96774194722354,17,Climatic_Stress,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Zn,Foliar,Wheat,46.5,class B,50.0,ClassC,grain yield/plant,Yield,3,10.61643836,0.205479452,3,12.29452055,1.404109589,0.146750091,0.00447255,Stress,15.806451611850903,17,Climatic_Stress,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Zn,Foliar,Wheat,46.5,class B,75.0,ClassC,grain yield/plant,Yield,3,10.61643836,0.205479452,3,12.32876712,0.684931507,0.149531733,0.001153677,Stress,16.12903214530743,17,Climatic_Stress,Abiotic
Metal nanoparticles to improve the heat resilience in wheat,17,2024,"Shukla, G",Field,Zn,Foliar,Wheat,46.5,class B,100.0,ClassD,grain yield/plant,Yield,3,10.61643836,0.205479452,3,16.26712329,0.171232877,0.426742506,0.000161804,Stress,53.22580636650373,17,Climatic_Stress,Abiotic
Effects of nano-molybdenum fertilizers on mo-inefficient winter wheat grown in acidic soil,18,2021,Syaifudin,Pot,Mo,Foliar,Wheat,30.0,class A,50.0,ClassC,thousands grams,Yield,3,25.33,0.346410162,3,30.33,6.30466494,0.180147858,0.014465509,Stress,19.739439437410766,18,Acid,Abiotic
Effects of nano-molybdenum fertilizers on mo-inefficient winter wheat grown in acidic soil,18,2021,Syaifudin,Pot,Mo,Foliar,Wheat,30.0,class A,50.0,ClassC,grain yield/plant,Yield,3,18.32,0.294448637,3,26.8,0.952627944,0.380408528,0.000507277,Stress,46.28820956736814,18,Acid,Abiotic
Cerium oxide nanoparticles alleviates stress in wheat grown on Cd contaminated alkaline soil,19,2023,"Ayub, Muhammad Ashar",Field,Ce,Foliar,Wheat,50.0,class B,200.0,ClassD,hundreds grams,Yield,3,2.223214286,1.066964286,3,2.620535714,0.712053571,0.164424743,0.101384997,Stress,17.871485966943503,19,Heavy_Metal,Abiotic
Cerium oxide nanoparticles alleviates stress in wheat grown on Cd contaminated alkaline soil,19,2023,"Ayub, Muhammad Ashar",Field,Ce,Foliar,Wheat,50.0,class B,400.0,ClassE,hundreds grams,Yield,3,2.223214286,1.066964286,3,2.633928571,0.714285714,0.16952246,0.101288328,Stress,18.473895597125267,19,Heavy_Metal,Abiotic
Cerium oxide nanoparticles alleviates stress in wheat grown on Cd contaminated alkaline soil,19,2023,"Ayub, Muhammad Ashar",Field,Ce,Foliar,Wheat,50.0,class B,600.0,ClassE,hundreds grams,Yield,3,2.223214286,1.066964286,3,2.979910714,0.542410714,0.292939313,0.087818359,Stress,34.0361445448375,19,Heavy_Metal,Abiotic
Cerium oxide nanoparticles alleviates stress in wheat grown on Cd contaminated alkaline soil,19,2023,"Ayub, Muhammad Ashar",Field,Ce,Foliar,Wheat,50.0,class B,1000.0,ClassF,hundreds grams,Yield,3,2.223214286,1.066964286,3,3.232142857,0.633928571,0.374191315,0.089596965,Stress,45.38152605192571,19,Heavy_Metal,Abiotic
Cerium oxide nanoparticles alleviates stress in wheat grown on Cd contaminated alkaline soil,19,2023,"Ayub, Muhammad Ashar",Field,Ce,Foliar,Wheat,50.0,class B,200.0,ClassD,grain yield/plant,Yield,3,5.078651685,1.435705368,3,6.904494382,0.608614232,0.307126749,0.029228667,Stress,35.951327409992054,19,Heavy_Metal,Abiotic
Cerium oxide nanoparticles alleviates stress in wheat grown on Cd contaminated alkaline soil,19,2023,"Ayub, Muhammad Ashar",Field,Ce,Foliar,Wheat,50.0,class B,400.0,ClassE,grain yield/plant,Yield,3,5.078651685,1.435705368,3,7.528714107,1.154806492,0.393678448,0.034481189,Stress,48.242379569207095,19,Heavy_Metal,Abiotic
Cerium oxide nanoparticles alleviates stress in wheat grown on Cd contaminated alkaline soil,19,2023,"Ayub, Muhammad Ashar",Field,Ce,Foliar,Wheat,50.0,class B,600.0,ClassE,grain yield/plant,Yield,3,5.078651685,1.435705368,3,8.059300874,1.217228464,0.461781003,0.034242427,Stress,58.68977393250403,19,Heavy_Metal,Abiotic
Cerium oxide nanoparticles alleviates stress in wheat grown on Cd contaminated alkaline soil,19,2023,"Ayub, Muhammad Ashar",Field,Ce,Foliar,Wheat,50.0,class B,1000.0,ClassF,grain yield/plant,Yield,3,5.078651685,1.435705368,3,8.496254682,1.638576779,0.514579631,0.039036832,Stress,67.29351039078593,19,Heavy_Metal,Abiotic
Cerium oxide nanoparticles alleviates stress in wheat grown on Cd contaminated alkaline soil,19,2023,"Ayub, Muhammad Ashar",Field,Ce,Foliar,Wheat,50.0,class B,200.0,ClassD,hundreds grams,Yield,3,1.8125,0.491071429,3,2.229910714,0.584821429,0.207254438,0.04739593,Stress,23.029556590346225,19,Heavy_Metal,Abiotic
Cerium oxide nanoparticles alleviates stress in wheat grown on Cd contaminated alkaline soil,19,2023,"Ayub, Muhammad Ashar",Field,Ce,Foliar,Wheat,50.0,class B,400.0,ClassE,hundreds grams,Yield,3,1.8125,0.491071429,3,2.292410714,0.229910714,0.23489687,0.027821601,Stress,26.47783254179974,19,Heavy_Metal,Abiotic
Cerium oxide nanoparticles alleviates stress in wheat grown on Cd contaminated alkaline soil,19,2023,"Ayub, Muhammad Ashar",Field,Ce,Foliar,Wheat,50.0,class B,600.0,ClassE,hundreds grams,Yield,3,1.8125,0.491071429,3,2.330357143,0.301339286,0.251314428,0.030042487,Stress,28.571428535312073,19,Heavy_Metal,Abiotic
Cerium oxide nanoparticles alleviates stress in wheat grown on Cd contaminated alkaline soil,19,2023,"Ayub, Muhammad Ashar",Field,Ce,Foliar,Wheat,50.0,class B,1000.0,ClassF,hundreds grams,Yield,3,1.8125,0.491071429,3,2.627232143,0.448660714,0.371223767,0.034189921,Stress,44.95073890196419,19,Heavy_Metal,Abiotic
Cerium oxide nanoparticles alleviates stress in wheat grown on Cd contaminated alkaline soil,19,2023,"Ayub, Muhammad Ashar",Field,Ce,Foliar,Wheat,50.0,class B,200.0,ClassD,grain yield/plant,Yield,3,4.392009988,0.873907615,3,6.79525593,0.79588015,0.436437733,0.017769833,Stress,54.71859008686641,19,Heavy_Metal,Abiotic
Cerium oxide nanoparticles alleviates stress in wheat grown on Cd contaminated alkaline soil,19,2023,"Ayub, Muhammad Ashar",Field,Ce,Foliar,Wheat,50.0,class B,400.0,ClassE,grain yield/plant,Yield,3,4.392009988,0.873907615,3,6.514357054,1.201622971,0.39422154,0.024538782,Stress,48.32291068553523,19,Heavy_Metal,Abiotic
Cerium oxide nanoparticles alleviates stress in wheat grown on Cd contaminated alkaline soil,19,2023,"Ayub, Muhammad Ashar",Field,Ce,Foliar,Wheat,50.0,class B,600.0,ClassE,grain yield/plant,Yield,3,4.392009988,0.873907615,3,7.310237203,1.014357054,0.509488744,0.019615209,Stress,66.44400224327904,19,Heavy_Metal,Abiotic
Cerium oxide nanoparticles alleviates stress in wheat grown on Cd contaminated alkaline soil,19,2023,"Ayub, Muhammad Ashar",Field,Ce,Foliar,Wheat,50.0,class B,1000.0,ClassF,grain yield/plant,Yield,3,4.392009988,0.873907615,3,7.403870162,1.84144819,0.52221588,0.033816838,Stress,68.57589536614496,19,Heavy_Metal,Abiotic
Cerium oxide nanoparticles alleviates stress in wheat grown on Cd contaminated alkaline soil,19,2023,"Ayub, Muhammad Ashar",Field,Ce,Foliar,Wheat,50.0,class B,200.0,ClassD,hundreds grams,Yield,3,1.375,0.162946429,3,1.814732143,0.482142857,0.277484146,0.028210354,Stress,31.98051947863336,19,Heavy_Metal,Abiotic
Cerium oxide nanoparticles alleviates stress in wheat grown on Cd contaminated alkaline soil,19,2023,"Ayub, Muhammad Ashar",Field,Ce,Foliar,Wheat,50.0,class B,400.0,ClassE,hundreds grams,Yield,3,1.375,0.162946429,3,1.993303571,0.667410714,0.371339617,0.042050842,Stress,44.96753241781162,19,Heavy_Metal,Abiotic
Cerium oxide nanoparticles alleviates stress in wheat grown on Cd contaminated alkaline soil,19,2023,"Ayub, Muhammad Ashar",Field,Ce,Foliar,Wheat,50.0,class B,600.0,ClassE,hundreds grams,Yield,3,1.375,0.162946429,3,2.145089286,0.397321429,0.444727446,0.016117206,Stress,56.00649359436063,19,Heavy_Metal,Abiotic
Cerium oxide nanoparticles alleviates stress in wheat grown on Cd contaminated alkaline soil,19,2023,"Ayub, Muhammad Ashar",Field,Ce,Foliar,Wheat,50.0,class B,1000.0,ClassF,hundreds grams,Yield,3,1.375,0.162946429,3,2.330357143,0.506696429,0.527567805,0.020440292,Stress,69.48051949593133,19,Heavy_Metal,Abiotic
Cerium oxide nanoparticles alleviates stress in wheat grown on Cd contaminated alkaline soil,19,2023,"Ayub, Muhammad Ashar",Field,Ce,Foliar,Wheat,50.0,class B,200.0,ClassD,grain yield/plant,Yield,3,3.471285893,0.827091136,3,4.064294632,0.967540574,0.157715106,0.037814285,Stress,17.083258400989386,19,Heavy_Metal,Abiotic
Cerium oxide nanoparticles alleviates stress in wheat grown on Cd contaminated alkaline soil,19,2023,"Ayub, Muhammad Ashar",Field,Ce,Foliar,Wheat,50.0,class B,400.0,ClassE,grain yield/plant,Yield,3,3.471285893,0.827091136,3,5.437578027,1.014357054,0.448808646,0.030523413,Stress,56.644488302472595,19,Heavy_Metal,Abiotic
Cerium oxide nanoparticles alleviates stress in wheat grown on Cd contaminated alkaline soil,19,2023,"Ayub, Muhammad Ashar",Field,Ce,Foliar,Wheat,50.0,class B,600.0,ClassE,grain yield/plant,Yield,3,3.471285893,0.827091136,3,5.5,1.84144819,0.460222993,0.056289277,Stress,58.44272617922803,19,Heavy_Metal,Abiotic
Cerium oxide nanoparticles alleviates stress in wheat grown on Cd contaminated alkaline soil,19,2023,"Ayub, Muhammad Ashar",Field,Ce,Foliar,Wheat,50.0,class B,1000.0,ClassF,grain yield/plant,Yield,3,3.471285893,0.827091136,3,6.24906367,1.04556804,0.58790654,0.028255184,Stress,80.02157881097378,19,Heavy_Metal,Abiotic
Role of nanosilicab to boost the activities of metabolites in Triticum aestivum facing drought stress,20,2022,Akhtar,Pot,Si,Soil,Wheat,30.0,class A,150.0,ClassD,hundreds grams,Yield,3,2.34,0.0034,3,2.49,0.0042,0.062131781,1.65e-06,Stress,6.410256398869851,20,Drought,Abiotic
Biochar and Selenium Nanoparticles Induce Water Transporter Genes for Sustaining Carbon Assimilation and Grain Production in Salt-Stressed Wheat,21,2023,Soliman,Pot,Se,Foliar,Wheat,80.0,class C,30.0,ClassB,grain yield/plant,Yield,3,29.91189427,1.778,3,14.53744493,1.2893,-0.721528473,0.00379962,Stress,-51.39911634279879,21,Salt,Abiotic
"Bespoke ZnO NPs Synthesis Platform to Optimize Their Performance for Improving the Grain Yield, Zinc Biofortification, and Cd Mitigation in Wheat",22,2024,Jiapan Lian,Field,Zn,Foliar,Wheat,21.78,class A,100.0,ClassD,grain yield/plant,Yield,3,4.341059603,0.218543046,3,4.450331126,0.213576159,0.024860037,0.001612529,Stress,2.5171624386524094,22,Heavy_Metal,Abiotic
"Bespoke ZnO NPs Synthesis Platform to Optimize Their Performance for Improving the Grain Yield, Zinc Biofortification, and Cd Mitigation in Wheat",22,2024,Jiapan Lian,Field,Zn,Foliar,Wheat,37.84,class B,100.0,ClassD,grain yield/plant,Yield,3,4.341059603,0.218543046,3,4.48013245,0.149006623,0.031534144,0.001213544,Stress,3.203661285218118,22,Heavy_Metal,Abiotic
"Bespoke ZnO NPs Synthesis Platform to Optimize Their Performance for Improving the Grain Yield, Zinc Biofortification, and Cd Mitigation in Wheat",22,2024,Jiapan Lian,Field,Zn,Foliar,Wheat,128.54,class C,100.0,ClassD,grain yield/plant,Yield,3,4.341059603,0.218543046,3,5.021523179,0.44205298,0.145614843,0.003428005,Stress,15.675057166023997,22,Heavy_Metal,Abiotic
"Bespoke ZnO NPs Synthesis Platform to Optimize Their Performance for Improving the Grain Yield, Zinc Biofortification, and Cd Mitigation in Wheat",22,2024,Jiapan Lian,Field,Zn,Foliar,Wheat,21.78,class A,100.0,ClassD,thousands grams,Yield,3,41.50943396,2.935010482,3,42.70440252,1.027253669,0.028381293,0.001859377,Stress,2.878787926294746,22,Heavy_Metal,Abiotic
"Bespoke ZnO NPs Synthesis Platform to Optimize Their Performance for Improving the Grain Yield, Zinc Biofortification, and Cd Mitigation in Wheat",22,2024,Jiapan Lian,Field,Zn,Foliar,Wheat,37.84,class B,100.0,ClassD,thousands grams,Yield,3,41.50943396,2.935010482,3,44.59119497,0.293501048,0.071615692,0.001680938,Stress,7.42424247670237,22,Heavy_Metal,Abiotic
"Bespoke ZnO NPs Synthesis Platform to Optimize Their Performance for Improving the Grain Yield, Zinc Biofortification, and Cd Mitigation in Wheat",22,2024,Jiapan Lian,Field,Zn,Foliar,Wheat,128.54,class C,100.0,ClassD,thousands grams,Yield,3,41.50943396,2.935010482,3,39.87421384,1.761006289,-0.04019088,0.002316651,Stress,-3.939393883367037,22,Heavy_Metal,Abiotic
"Exogenous application of nano-silicon, potassium sulfate, or 
proline enhances physiological parameters, antioxidant enzyme 
activities, and agronomic traits of diverse rice genotypes under 
water deficit conditions",23,2024,Mohamed S. Abd-El-Aty,Field,Si,Foliar,Rice,30.0,class A,400.0,ClassE,thousands grams,Yield,3,34.25373134,4.029850746,3,34.70149254,3.955223881,0.012987196,0.008943976,Stress,1.3071895904210873,23,Drought,Abiotic
"Exogenous application of nano-silicon, potassium sulfate, or 
proline enhances physiological parameters, antioxidant enzyme 
activities, and agronomic traits of diverse rice genotypes under 
water deficit conditions",23,2024,Mohamed S. Abd-El-Aty,Field,Si,Foliar,Rice,30.0,class A,400.0,ClassE,grain yield/plant,Yield,3,7.017241379,1.120689655,3,7.844827586,1.103448276,0.111484234,0.015096929,Stress,11.793611848574525,23,Drought,Abiotic
"Exogenous application of nano-silicon, potassium sulfate, or 
proline enhances physiological parameters, antioxidant enzyme 
activities, and agronomic traits of diverse rice genotypes under 
water deficit conditions",23,2024,Mohamed S. Abd-El-Aty,Field,Si,Foliar,Rice,30.0,class A,400.0,ClassE,thousands grams,Yield,3,19.85074627,4.104477612,3,21.04477612,4.029850746,0.058410762,0.026473578,Stress,6.015037577402671,23,Drought,Abiotic
"Exogenous application of nano-silicon, potassium sulfate, or 
proline enhances physiological parameters, antioxidant enzyme 
activities, and agronomic traits of diverse rice genotypes under 
water deficit conditions",23,2024,Mohamed S. Abd-El-Aty,Field,Si,Foliar,Rice,30.0,class A,400.0,ClassE,grain yield/plant,Yield,3,7.034482759,1.086206897,3,8.120689655,1.086206897,0.14359092,0.013911395,Stress,15.441176515349863,23,Drought,Abiotic
"Exogenous application of nano-silicon, potassium sulfate, or 
proline enhances physiological parameters, antioxidant enzyme 
activities, and agronomic traits of diverse rice genotypes under 
water deficit conditions",23,2024,Mohamed S. Abd-El-Aty,Field,Si,Foliar,Rice,30.0,class A,400.0,ClassE,thousands grams,Yield,3,21.56716418,3.955223881,3,22.1641791,3.880597015,0.02730545,0.02142891,Stress,2.7681660190278734,23,Drought,Abiotic
"Exogenous application of nano-silicon, potassium sulfate, or 
proline enhances physiological parameters, antioxidant enzyme 
activities, and agronomic traits of diverse rice genotypes under 
water deficit conditions",23,2024,Mohamed S. Abd-El-Aty,Field,Si,Foliar,Rice,30.0,class A,400.0,ClassE,grain yield/plant,Yield,3,4.448275862,1.120689655,3,7.637931034,1.034482759,0.540610185,0.027272264,Stress,71.7054263353804,23,Drought,Abiotic
